,Long,Lat,Timestamp_AK,v,u
85,-157.23,58.45,5/31/22 20:00,-1.131791098,-3.523174775
86,-156.98,58.45,5/31/22 20:00,-0.619747802,-4.338457861
87,-156.73,58.45,5/31/22 20:00,-0.603492459,-4.512690347
88,-156.48,58.45,5/31/22 20:00,-1.032492156,-4.351993851
89,-156.23,58.45,5/31/22 20:00,-1.494709293,-4.033724549
90,-155.98,58.45,5/31/22 20:00,-1.696840946,-3.541222761
91,-157.23,58.95,5/31/22 21:00,0.074284658,-5.049965024
92,-156.98,58.95,5/31/22 21:00,0.037533448,-5.397041689
93,-156.73,58.95,5/31/22 21:00,-0.128553749,-5.350533416
94,-156.48,58.95,5/31/22 21:00,-0.434224868,-4.944453718
95,-156.23,58.95,5/31/22 21:00,-0.693603598,-4.314856648
96,-155.98,58.95,5/31/22 21:00,-0.70879881,-3.578359964
97,-157.23,58.7,5/31/22 21:00,-0.282272751,-4.687616986
98,-156.98,58.7,5/31/22 21:00,-0.161417812,-5.143328647
99,-156.73,58.7,5/31/22 21:00,-0.325384747,-5.16172371
100,-156.48,58.7,5/31/22 21:00,-0.669220584,-4.882326995
101,-156.23,58.7,5/31/22 21:00,-0.93142633,-4.374206757
102,-155.98,58.7,5/31/22 21:00,-0.952275574,-3.647081144
103,-157.23,58.45,5/31/22 21:00,-1.212361057,-4.169084448
104,-156.98,58.45,5/31/22 21:00,-0.93849387,-4.628961029
105,-156.73,58.45,5/31/22 21:00,-1.011289535,-4.57481707
106,-156.48,58.45,5/31/22 21:00,-1.344170684,-4.259324381
107,-156.23,58.45,5/31/22 21:00,-1.642774263,-3.729338314
108,-155.98,58.45,5/31/22 21:00,-1.722284091,-3.012972077
109,-157.23,58.95,5/31/22 22:00,-0.393233134,-6.088071329
110,-156.98,58.95,5/31/22 22:00,-0.524336007,-6.282087185
111,-156.73,58.95,5/31/22 22:00,-0.708445433,-5.99540186
112,-156.48,58.95,5/31/22 22:00,-0.949801934,-5.285283003
113,-156.23,58.95,5/31/22 22:00,-1.130730967,-4.313121264
114,-155.98,58.95,5/31/22 22:00,-1.04627386,-3.272585422
115,-157.23,58.7,5/31/22 22:00,-0.38899261,-5.710104841
116,-156.98,58.7,5/31/22 22:00,-0.482284142,-5.937787133
117,-156.73,58.7,5/31/22 22:00,-0.751204051,-5.668455641
118,-156.48,58.7,5/31/22 22:00,-1.098927035,-5.051700407
119,-156.23,58.7,5/31/22 22:00,-1.297524918,-4.209345341
120,-155.98,58.7,5/31/22 22:00,-1.210594172,-3.283691876
121,-157.23,58.45,5/31/22 22:00,-0.898915644,-5.194695993
122,-156.98,58.45,5/31/22 22:00,-0.952275574,-5.313396213
123,-156.73,58.45,5/31/22 22:00,-1.281976329,-4.917728815
124,-156.48,58.45,5/31/22 22:00,-1.672457932,-4.268695451
125,-156.23,58.45,5/31/22 22:00,-1.911340795,-3.520745238
126,-155.98,58.45,5/31/22 22:00,-1.859040997,-2.708585842
127,-157.23,58.95,5/31/22 23:00,-0.312309798,-7.397938663
128,-156.98,58.95,5/31/22 23:00,-0.507020533,-7.272991064
129,-156.73,58.95,5/31/22 23:00,-0.737775725,-6.656929983
130,-156.48,58.95,5/31/22 23:00,-0.994327438,-5.621253215
131,-156.23,58.95,5/31/22 23:00,-1.174549717,-4.352688004
132,-155.98,58.95,5/31/22 23:00,-1.063942711,-3.113277233
133,-157.23,58.7,5/31/22 23:00,-0.226439183,-6.939797465
134,-156.98,58.7,5/31/22 23:00,-0.553312923,-6.887388889
135,-156.73,58.7,5/31/22 23:00,-0.947681672,-6.309159165
136,-156.48,58.7,5/31/22 23:00,-1.339223406,-5.392182616
137,-156.23,58.7,5/31/22 23:00,-1.531460503,-4.215245645
138,-155.98,58.7,5/31/22 23:00,-1.386929303,-3.031714217
139,-157.23,58.45,5/31/22 23:00,-0.133854405,-5.934663443
140,-156.98,58.45,5/31/22 23:00,-0.614447146,-5.802427234
141,-156.73,58.45,5/31/22 23:00,-1.260066954,-5.255781486
142,-156.48,58.45,5/31/22 23:00,-1.731471894,-4.47590022
143,-156.23,58.45,5/31/22 23:00,-1.916288073,-3.649163604
144,-155.98,58.45,5/31/22 23:00,-1.750200876,-2.706156305
145,-157.23,58.95,6/1/22 0:00,0.121637178,-7.607920045
146,-156.98,58.95,6/1/22 0:00,-0.121486209,-7.297633507
147,-156.73,58.95,6/1/22 0:00,-0.436698507,-6.631593387
148,-156.48,58.95,6/1/22 0:00,-0.79997008,-5.587239702
149,-156.23,58.95,6/1/22 0:00,-1.04274009,-4.252035771
150,-155.98,58.95,6/1/22 0:00,-0.923298658,-2.921343837
151,-157.23,58.7,6/1/22 0:00,0.124817571,-7.26292584
152,-156.98,58.7,6/1/22 0:00,-0.384398709,-7.031772781
153,-156.73,58.7,6/1/22 0:00,-0.894321743,-6.401828634
154,-156.48,58.7,6/1/22 0:00,-1.362546289,-5.453962262
155,-156.23,58.7,6/1/22 0:00,-1.607083184,-4.125352788
156,-155.98,58.7,6/1/22 0:00,-1.479160704,-2.755094115
157,-157.23,58.45,6/1/22 0:00,0.731919285,-5.667414411
158,-156.98,58.45,6/1/22 0:00,-0.108411259,-5.456738875
159,-156.73,58.45,6/1/22 0:00,-0.90775007,-5.020463508
160,-156.48,58.45,6/1/22 0:00,-1.399650876,-4.338804937
161,-156.23,58.45,6/1/22 0:00,-1.604256168,-3.567600588
162,-155.98,58.45,6/1/22 0:00,-1.476687065,-2.569408099
163,-157.23,58.95,6/1/22 1:00,0.530141008,-7.383361443
164,-156.98,58.95,6/1/22 1:00,0.264754869,-7.092511198
165,-156.73,58.95,6/1/22 1:00,-0.141275322,-6.487209494
166,-156.48,58.95,6/1/22 1:00,-0.597131672,-5.501164689
167,-156.23,58.95,6/1/22 1:00,-0.882660301,-4.197544735
168,-155.98,58.95,6/1/22 1:00,-0.762158739,-2.877612178
169,-157.23,58.7,6/1/22 1:00,0.741460464,-6.931120549
170,-156.98,58.7,6/1/22 1:00,0.101494688,-6.781877583
171,-156.73,58.7,6/1/22 1:00,-0.533170433,-6.246338288
172,-156.48,58.7,6/1/22 1:00,-1.11376887,-5.377605396
173,-156.23,58.7,6/1/22 1:00,-1.444529757,-4.058366992
174,-155.98,58.7,6/1/22 1:00,-1.396117106,-2.690537855
175,-157.23,58.45,6/1/22 1:00,1.854598064,-4.622366573
176,-156.98,58.45,6/1/22 1:00,0.720964597,-4.650826859
177,-156.73,58.45,6/1/22 1:00,-0.223965544,-4.488742057
178,-156.48,58.45,6/1/22 1:00,-0.772406672,-4.016023639
179,-156.23,58.45,6/1/22 1:00,-1.04627386,-3.407251168
180,-155.98,58.45,6/1/22 1:00,-1.047687368,-2.498257383
181,-157.23,58.95,6/1/22 2:00,0.218109103,-7.591260365
182,-156.98,58.95,6/1/22 2:00,0.091953509,-7.650263399
183,-156.73,58.95,6/1/22 2:00,-0.160357681,-7.26188461
184,-156.48,58.95,6/1/22 2:00,-0.401714183,-6.234190605
185,-156.23,58.95,6/1/22 2:00,-0.5275164,-4.688311139
186,-155.98,58.95,6/1/22 2:00,-0.376271038,-3.062256963
187,-157.23,58.7,6/1/22 2:00,0.968328508,-6.803049259
188,-156.98,58.7,6/1/22 2:00,0.458405474,-7.103964728
189,-156.73,58.7,6/1/22 2:00,-0.077667459,-6.907519335
190,-156.48,58.7,6/1/22 2:00,-0.569568265,-6.126943916
191,-156.23,58.7,6/1/22 2:00,-0.83778142,-4.611954273
192,-155.98,58.7,6/1/22 2:00,-0.842375322,-2.99075917
193,-157.23,58.45,6/1/22 2:00,2.362754213,-4.221145948
194,-156.98,58.45,6/1/22 2:00,1.44538748,-4.745925865
195,-156.73,58.45,6/1/22 2:00,0.697288337,-5.037470264
196,-156.48,58.45,6/1/22 2:00,0.23153743,-4.742455099
197,-156.23,58.45,6/1/22 2:00,-0.152583386,-3.969168289
198,-155.98,58.45,6/1/22 2:00,-0.351181269,-2.809932228
199,-157.23,58.95,6/1/22 3:00,0.831571603,-6.63645246
200,-156.98,58.95,6/1/22 3:00,0.808955474,-6.849557532
201,-156.73,58.95,6/1/22 3:00,0.579967168,-6.686778576
202,-156.48,58.95,6/1/22 3:00,0.250619789,-5.84025859
203,-156.23,58.95,6/1/22 3:00,-0.109118013,-4.443969167
204,-155.98,58.95,6/1/22 3:00,-0.18297381,-2.936615211
205,-157.23,58.7,6/1/22 3:00,2.037647359,-5.295695303
206,-156.98,58.7,6/1/22 3:00,1.736216764,-5.814921994
207,-156.73,58.7,6/1/22 3:00,1.233714647,-5.921127453
208,-156.48,58.7,6/1/22 3:00,0.513885666,-5.434873046
209,-156.23,58.7,6/1/22 3:00,-0.156117157,-4.177761365
210,-155.98,58.7,6/1/22 3:00,-0.529990039,-2.805420231
211,-157.23,58.45,6/1/22 3:00,3.228527902,-3.00950131
212,-156.98,58.45,6/1/22 3:00,2.533081935,-3.568641818
213,-156.73,58.45,6/1/22 3:00,1.794523972,-3.84213823
214,-156.48,58.45,6/1/22 3:00,1.075401744,-3.723090934
215,-156.23,58.45,6/1/22 3:00,0.378542269,-3.307987242
216,-155.98,58.45,6/1/22 3:00,-0.076607328,-2.566978562
217,-157.23,58.95,6/1/22 4:00,1.090950333,-4.878856228
218,-156.98,58.95,6/1/22 4:00,0.985290605,-5.11486836
219,-156.73,58.95,6/1/22 4:00,0.564418579,-5.256822716
220,-156.48,58.95,6/1/22 4:00,0.024458499,-4.936470955
221,-156.23,58.95,6/1/22 4:00,-0.443412671,-4.140277085
222,-155.98,58.95,6/1/22 4:00,-0.461434898,-3.021301917
223,-157.23,58.7,6/1/22 4:00,2.417881028,-2.872406028
224,-156.98,58.7,6/1/22 4:00,2.165216461,-3.366990275
225,-156.73,58.7,6/1/22 4:00,1.584971401,-3.81402502
226,-156.48,58.7,6/1/22 4:00,0.772204264,-3.950426149
227,-156.23,58.7,6/1/22 4:00,-0.010525826,-3.410027782
228,-155.98,58.7,6/1/22 4:00,-0.422916804,-2.592315159
229,-157.23,58.45,6/1/22 4:00,3.062794082,-1.171036216
230,-156.98,58.45,6/1/22 4:00,2.510819183,-1.585098677
231,-156.73,58.45,6/1/22 4:00,1.962378054,-2.007838055
232,-156.48,58.45,6/1/22 4:00,1.381072863,-2.39552269
233,-156.23,58.45,6/1/22 4:00,0.772911018,-2.575655479
234,-155.98,58.45,6/1/22 4:00,0.351685615,-2.363938713
235,-157.23,58.95,6/1/22 5:00,0.021631482,-3.196228556
236,-156.98,58.95,6/1/22 5:00,-0.132440896,-3.643957454
237,-156.73,58.95,6/1/22 5:00,-0.440232277,-4.203445038
238,-156.48,58.95,6/1/22 5:00,-0.71940012,-4.354770464
239,-156.23,58.95,6/1/22 5:00,-0.86746509,-3.969515366
240,-155.98,58.95,6/1/22 5:00,-0.620454556,-3.006724697
241,-157.23,58.7,6/1/22 5:00,1.371531683,-0.493195489
242,-156.98,58.7,6/1/22 5:00,1.209331633,-1.00305111
243,-156.73,58.7,6/1/22 5:00,0.851714093,-1.836035106
244,-156.48,58.7,6/1/22 5:00,0.361580172,-2.566978562
245,-156.23,58.7,6/1/22 5:00,-0.125726733,-2.645764965
246,-155.98,58.7,6/1/22 5:00,-0.39252638,-2.27369878
247,-157.23,58.45,6/1/22 5:00,2.190659606,0.56226465
248,-156.98,58.45,6/1/22 5:00,1.89064252,0.246771961
249,-156.73,58.45,6/1/22 5:00,1.677556179,-0.316533466
250,-156.48,58.45,6/1/22 5:00,1.430545645,-1.122098406
251,-156.23,58.45,6/1/22 5:00,0.994831784,-1.784667759
252,-155.98,58.45,6/1/22 5:00,0.613184607,-2.028315578
253,-157.23,58.95,6/1/22 6:00,-1.486581622,-3.308334319
254,-156.98,58.95,6/1/22 6:00,-1.265014233,-3.616538397
255,-156.73,58.95,6/1/22 6:00,-1.096100019,-3.943831693
256,-156.48,58.95,6/1/22 6:00,-0.973831572,-3.921271709
257,-156.23,58.95,6/1/22 6:00,-0.866404959,-3.551982138
258,-155.98,58.95,6/1/22 6:00,-0.542358235,-2.742252278
259,-157.23,58.7,6/1/22 6:00,-0.344820483,-0.006246928
260,-156.98,58.7,6/1/22 6:00,-0.25046882,-0.454669979
261,-156.73,58.7,6/1/22 6:00,-0.1462226,-1.091555659
262,-156.48,58.7,6/1/22 6:00,-0.152583386,-1.685056757
263,-156.23,58.7,6/1/22 6:00,-0.265310654,-1.829787726
264,-155.98,58.7,6/1/22 6:00,-0.333865796,-1.73260626
265,-157.23,58.45,6/1/22 6:00,0.949599526,1.23038723
266,-156.98,58.45,6/1/22 6:00,0.723438236,0.948560978
267,-156.73,58.45,6/1/22 6:00,0.690927551,0.472371793
268,-156.48,58.45,6/1/22 6:00,0.795880524,-0.2714135
269,-156.23,58.45,6/1/22 6:00,0.721671351,-1.02804063
270,-155.98,58.45,6/1/22 6:00,0.604703559,-1.533731331
271,-157.23,58.95,6/1/22 7:00,-1.885190896,-3.805001027
272,-156.98,58.95,6/1/22 7:00,-1.431454807,-3.704001717
273,-156.73,58.95,6/1/22 7:00,-1.078431168,-3.611679324
274,-156.48,58.95,6/1/22 7:00,-0.860750926,-3.340612449
275,-156.23,58.95,6/1/22 7:00,-0.713039334,-2.949109971
276,-155.98,58.95,6/1/22 7:00,-0.437405261,-2.30493568
277,-157.23,58.7,6/1/22 7:00,-1.190451682,-0.586906188
278,-156.98,58.7,6/1/22 7:00,-0.830360503,-0.586906188
279,-156.73,58.7,6/1/22 7:00,-0.485464535,-0.693111648
280,-156.48,58.7,6/1/22 7:00,-0.258243114,-0.9228764
281,-156.23,58.7,6/1/22 7:00,-0.2031163,-1.007910183
282,-155.98,58.7,6/1/22 7:00,-0.15576378,-1.125916249
283,-157.23,58.45,6/1/22 7:00,-0.364962973,0.971815114
284,-156.98,58.45,6/1/22 7:00,-0.479810503,1.017629234
285,-156.73,58.45,6/1/22 7:00,-0.33457255,0.875674878
286,-156.48,58.45,6/1/22 7:00,0.082765706,0.407815534
287,-156.23,58.45,6/1/22 7:00,0.419887379,-0.273843036
288,-155.98,58.45,6/1/22 7:00,0.602936674,-0.93120624
289,-157.23,58.95,6/1/22 8:00,-1.768223103,-3.510332938
290,-156.98,58.95,6/1/22 8:00,-1.393290089,-3.379137959
291,-156.73,58.95,6/1/22 8:00,-1.058642055,-3.268420502
292,-156.48,58.95,6/1/22 8:00,-0.788662015,-2.956745657
293,-156.23,58.95,6/1/22 8:00,-0.56780138,-2.512834603
294,-155.98,58.95,6/1/22 8:00,-0.286513275,-1.864495392
295,-157.23,58.7,6/1/22 8:00,-1.118362771,-0.637579381
296,-156.98,58.7,6/1/22 8:00,-0.781241098,-0.398790636
297,-156.73,58.7,6/1/22 8:00,-0.459314636,-0.370330349
298,-156.48,58.7,6/1/22 8:00,-0.172019122,-0.524085312
299,-156.23,58.7,6/1/22 8:00,-0.001691401,-0.587947418
300,-155.98,58.7,6/1/22 8:00,0.118810162,-0.731290081
301,-157.23,58.45,6/1/22 8:00,-0.87453263,0.836455215
302,-156.98,58.45,6/1/22 8:00,-0.88760758,1.131123304
303,-156.73,58.45,6/1/22 8:00,-0.661092912,1.13667653
304,-156.48,58.45,6/1/22 8:00,-0.166011713,0.784046639
305,-156.23,58.45,6/1/22 8:00,0.313874275,0.224211978
306,-155.98,58.45,6/1/22 8:00,0.569719234,-0.392196179
307,-157.23,58.95,6/1/22 9:00,-1.874236208,-2.629452362
308,-156.98,58.95,6/1/22 9:00,-1.48198772,-2.739475665
309,-156.73,58.95,6/1/22 9:00,-1.071717005,-2.677348942
310,-156.48,58.95,6/1/22 9:00,-0.741662872,-2.33721381
311,-156.23,58.95,6/1/22 9:00,-0.515854959,-2.000549445
312,-155.98,58.95,6/1/22 9:00,-0.274498457,-1.692345366
313,-157.23,58.7,6/1/22 9:00,-1.058995432,-0.366512506
314,-156.98,58.7,6/1/22 9:00,-0.730708185,-0.367553736
315,-156.73,58.7,6/1/22 9:00,-0.355775171,-0.436621992
316,-156.48,58.7,6/1/22 9:00,-0.040916249,-0.562263745
317,-156.23,58.7,6/1/22 9:00,0.141426291,-0.630984925
318,-155.98,58.7,6/1/22 9:00,0.214575333,-0.800358337
319,-157.23,58.45,6/1/22 9:00,-0.819052439,0.819795535
320,-156.98,58.45,6/1/22 9:00,-0.714806219,0.881575181
321,-156.73,58.45,6/1/22 9:00,-0.399947298,0.736497135
322,-156.48,58.45,6/1/22 9:00,0.018451089,0.40920384
323,-156.23,58.45,6/1/22 9:00,0.326595847,-0.010411848
324,-155.98,58.45,6/1/22 9:00,0.397624627,-0.477924116
325,-157.23,58.95,6/1/22 10:00,-1.705321995,-2.236561577
326,-156.98,58.95,6/1/22 10:00,-1.287983739,-2.260856944
327,-156.73,58.95,6/1/22 10:00,-0.895028497,-2.261898174
328,-156.48,58.95,6/1/22 10:00,-0.599605312,-2.147015798
329,-156.23,58.95,6/1/22 10:00,-0.401007429,-2.036645418
330,-155.98,58.95,6/1/22 10:00,-0.211243971,-1.844712022
331,-157.23,58.7,6/1/22 10:00,-0.907043315,-0.181173567
332,-156.98,58.7,6/1/22 10:00,-0.557906824,-0.18707387
333,-156.73,58.7,6/1/22 10:00,-0.227145937,-0.356100206
334,-156.48,58.7,6/1/22 10:00,0.014210565,-0.650768295
335,-156.23,58.7,6/1/22 10:00,0.195846351,-0.869079517
336,-155.98,58.7,6/1/22 10:00,0.279950081,-1.004786493
337,-157.23,58.45,6/1/22 10:00,-0.54059135,0.621267683
338,-156.98,58.45,6/1/22 10:00,-0.403481068,0.561917573
339,-156.73,58.45,6/1/22 10:00,-0.232799969,0.388726317
340,-156.48,58.45,6/1/22 10:00,-0.026074415,0.053797335
341,-156.23,58.45,6/1/22 10:00,0.158388388,-0.311674393
342,-155.98,58.45,6/1/22 10:00,0.187365303,-0.658403981
343,-157.23,58.95,6/1/22 11:00,-1.455131067,-2.448972496
344,-156.98,58.95,6/1/22 11:00,-1.069243366,-2.409752833
345,-156.73,58.95,6/1/22 11:00,-0.733535201,-2.41218237
346,-156.48,58.95,6/1/22 11:00,-0.501366501,-2.321248284
347,-156.23,58.95,6/1/22 11:00,-0.353654908,-2.227537584
348,-155.98,58.95,6/1/22 11:00,-0.215837872,-2.049487255
349,-157.23,58.7,6/1/22 11:00,-0.850149616,-0.411632472
350,-156.98,58.7,6/1/22 11:00,-0.46002139,-0.478271192
351,-156.73,58.7,6/1/22 11:00,-0.139508437,-0.700400258
352,-156.48,58.7,6/1/22 11:00,0.066156986,-1.007910183
353,-156.23,58.7,6/1/22 11:00,0.208214547,-1.215809105
354,-155.98,58.7,6/1/22 11:00,0.231890807,-1.302925348
355,-157.23,58.45,6/1/22 11:00,-0.646604455,0.364430951
356,-156.98,58.45,6/1/22 11:00,-0.401007429,0.174580015
357,-156.73,58.45,6/1/22 11:00,-0.15929755,-0.003470314
358,-156.48,58.45,6/1/22 11:00,0.020217974,-0.287726103
359,-156.23,58.45,6/1/22 11:00,0.102554819,-0.590724032
360,-155.98,58.45,6/1/22 11:00,-0.009465695,-0.86873244
361,-157.23,58.95,6/1/22 12:00,-0.919058134,-2.476044476
362,-156.98,58.95,6/1/22 12:00,-0.618334293,-2.369144863
363,-156.73,58.95,6/1/22 12:00,-0.394646642,-2.36949194
364,-156.48,58.95,6/1/22 12:00,-0.253295836,-2.329231047
365,-156.23,58.95,6/1/22 12:00,-0.131380765,-2.330619353
366,-155.98,58.95,6/1/22 12:00,0.010323418,-2.268145554
367,-157.23,58.7,6/1/22 12:00,-0.488998306,-0.440439836
368,-156.98,58.7,6/1/22 12:00,-0.09533631,-0.537621302
369,-156.73,58.7,6/1/22 12:00,0.155207995,-0.804870334
370,-156.48,58.7,6/1/22 12:00,0.279243327,-1.157847302
371,-156.23,58.7,6/1/22 12:00,0.384903055,-1.441061861
372,-155.98,58.7,6/1/22 12:00,0.399038136,-1.611129427
373,-157.23,58.45,6/1/22 12:00,-0.640597045,0.401221077
374,-156.98,58.45,6/1/22 12:00,-0.22679256,0.133972045
375,-156.73,58.45,6/1/22 12:00,0.078171805,-0.066638267
376,-156.48,58.45,6/1/22 12:00,0.183478156,-0.360612203
377,-156.23,58.45,6/1/22 12:00,0.14389993,-0.716365784
378,-155.98,58.45,6/1/22 12:00,-0.056818215,-1.065177833
379,-157.23,58.95,6/1/22 13:00,-0.439525523,-2.217819437
380,-156.98,58.95,6/1/22 13:00,-0.278738981,-2.056081711
381,-156.73,58.95,6/1/22 13:00,-0.175199515,-2.057122941
382,-156.48,58.95,6/1/22 13:00,-0.104877489,-2.062329091
383,-156.23,58.95,6/1/22 13:00,-0.000984647,-2.152916101
384,-155.98,58.95,6/1/22 13:00,0.130118226,-2.200812681
385,-157.23,58.7,6/1/22 13:00,-0.223612167,-0.217963693
386,-156.98,58.7,6/1/22 13:00,0.099021049,-0.296750096
387,-156.73,58.7,6/1/22 13:00,0.266875132,-0.597318488
388,-156.48,58.7,6/1/22 13:00,0.340377551,-1.016240023
389,-156.23,58.7,6/1/22 13:00,0.430842067,-1.387612055
390,-155.98,58.7,6/1/22 13:00,0.455225081,-1.66180262
391,-157.23,58.45,6/1/22 13:00,-0.744136511,0.574065256
392,-156.98,58.45,6/1/22 13:00,-0.241987771,0.326946671
393,-156.73,58.45,6/1/22 13:00,0.089833247,0.093016998
394,-156.48,58.45,6/1/22 13:00,0.173936976,-0.284602413
395,-156.23,58.45,6/1/22 13:00,0.124110817,-0.774327587
396,-155.98,58.45,6/1/22 13:00,-0.052931068,-1.266135222
397,-157.23,58.95,6/1/22 14:00,0.819910162,-1.674644457
398,-156.98,58.95,6/1/22 14:00,0.930517168,-1.323749948
399,-156.73,58.95,6/1/22 14:00,0.983877097,-1.210950032
400,-156.48,58.95,6/1/22 14:00,0.971862278,-1.213032492
401,-156.23,58.95,6/1/22 14:00,0.965501492,-1.417113571
402,-155.98,58.95,6/1/22 14:00,1.01426752,-1.62327711
403,-157.23,58.7,6/1/22 14:00,0.827684456,-0.123558841
404,-156.98,58.7,6/1/22 14:00,1.167633145,0.063168405
