,Long,Lat,Jdate,mean(speed),mean(tw),max(speed),date
88,-157.23,58.7,238,8.711592381,-0.150480776,10.52889522,8/27/22
89,-157.23,58.7,239,3.196237235,-0.733981707,6.080932826,8/28/22
90,-157.23,58.7,240,4.044524465,-0.404953367,5.588572861,8/29/22
91,-157.23,58.7,241,5.053275641,-0.742976503,6.370812913,8/30/22
92,-157.23,58.7,242,5.35974072,0.198624166,8.71165534,8/31/22
93,-157.23,58.7,243,6.780806477,-1.728609483,9.179288322,9/1/22
94,-156.98,58.7,151,5.24149394,-2.104741574,6.909578923,6/1/22
95,-156.98,58.7,152,2.631422292,-0.267057808,7.118739385,6/2/22
96,-156.98,58.7,153,2.483785745,0.040812571,6.642008729,6/3/22
97,-156.98,58.7,154,2.400952952,-0.587471756,6.567247879,6/4/22
98,-156.98,58.7,155,3.249912152,-0.535268127,5.404398126,6/5/22
99,-156.98,58.7,156,3.141667814,-0.357030155,4.271183611,6/6/22
100,-156.98,58.7,157,2.7979581,-0.096599851,4.966771393,6/7/22
101,-156.98,58.7,158,2.678723292,0.192789489,4.73995694,6/8/22
102,-156.98,58.7,159,4.123913106,-0.362354146,6.612402907,6/9/22
103,-156.98,58.7,160,3.158404347,-0.874547626,4.268942094,6/10/22
104,-156.98,58.7,161,2.413647981,-0.138425835,4.102156994,6/11/22
105,-156.98,58.7,162,3.924446292,0.14719836,5.945608606,6/12/22
106,-156.98,58.7,163,4.685387394,-0.658603406,6.757869232,6/13/22
107,-156.98,58.7,164,3.721937076,0.132022008,5.887388342,6/14/22
108,-156.98,58.7,165,1.553050068,0.255540014,3.970564335,6/15/22
109,-156.98,58.7,166,2.615314272,-0.459760264,4.345568448,6/16/22
110,-156.98,58.7,167,5.299654226,-0.973556889,8.69722872,6/17/22
111,-156.98,58.7,168,5.97089781,-0.365967729,8.31496765,6/18/22
112,-156.98,58.7,169,3.093999431,0.257013747,5.446464522,6/19/22
113,-156.98,58.7,170,1.917373116,-0.196684781,3.281346761,6/20/22
114,-156.98,58.7,171,4.20440231,0.616225289,8.705193453,6/21/22
115,-156.98,58.7,172,7.34994762,1.657073654,9.63795681,6/22/22
116,-156.98,58.7,173,6.698133995,-0.026623554,9.675930933,6/23/22
117,-156.98,58.7,174,3.238677259,0.627932847,7.728636623,6/24/22
118,-156.98,58.7,175,2.528533551,-0.295561719,5.941236695,6/25/22
119,-156.98,58.7,176,9.876188127,0.452169388,13.68595847,6/26/22
120,-156.98,58.7,177,11.96372161,0.400514042,14.21078425,6/27/22
121,-156.98,58.7,178,7.473057553,0.981923017,10.67102258,6/28/22
122,-156.98,58.7,179,3.459061092,-0.150061315,6.131461143,6/29/22
123,-156.98,58.7,180,3.198330379,-0.397047296,5.967979426,6/30/22
124,-156.98,58.7,181,6.715462358,-0.299503958,12.23626501,7/1/22
125,-156.98,58.7,182,5.740220115,-1.367217533,9.673542165,7/2/22
126,-156.98,58.7,183,4.153794212,-0.802532996,6.041928989,7/3/22
127,-156.98,58.7,184,2.649594544,-0.348387998,6.342610027,7/4/22
128,-156.98,58.7,185,6.149825154,0.583041123,7.017442771,7/5/22
129,-156.98,58.7,186,3.982026604,0.219220239,6.334019232,7/6/22
130,-156.98,58.7,187,4.176113193,-0.770564109,6.027935607,7/7/22
131,-156.98,58.7,188,2.517857111,0.187521227,3.905169918,7/8/22
132,-156.98,58.7,189,3.44957397,-0.504333451,6.108878217,7/9/22
133,-156.98,58.7,190,6.869511369,1.214556361,9.269822093,7/10/22
134,-156.98,58.7,191,4.912255283,0.938144093,8.881981606,7/11/22
135,-156.98,58.7,192,6.763330645,0.938028368,8.530845192,7/12/22
136,-156.98,58.7,193,2.741059733,0.70449907,4.964217231,7/13/22
137,-156.98,58.7,194,3.161374918,0.467987741,5.547697148,7/14/22
138,-156.98,58.7,195,5.524197187,0.833083433,7.400584463,7/15/22
139,-156.98,58.7,196,5.261898556,-0.764833728,7.357100624,7/16/22
140,-156.98,58.7,197,3.579425663,-0.605657817,6.402716053,7/17/22
141,-156.98,58.7,198,6.482558385,-0.612112112,10.36270209,7/18/22
142,-156.98,58.7,199,9.570829446,0.246012457,11.18833458,7/19/22
143,-156.98,58.7,200,6.323493644,0.394532331,8.462554984,7/20/22
144,-156.98,58.7,201,7.79293955,-0.17909211,11.45531853,7/21/22
145,-156.98,58.7,202,6.377275089,-0.146084232,7.883741121,7/22/22
146,-156.98,58.7,203,5.304984124,-0.645632238,7.704746722,7/23/22
147,-156.98,58.7,204,3.576027893,0.012242126,4.791141566,7/24/22
148,-156.98,58.7,205,5.557633552,-1.458448705,8.702620533,7/25/22
149,-156.98,58.7,206,10.36109981,2.338345122,13.37183379,7/26/22
150,-156.98,58.7,207,5.15153248,0.693461925,9.882903684,7/27/22
151,-156.98,58.7,208,6.831235671,-0.464407368,9.995751168,7/28/22
152,-156.98,58.7,209,5.051250456,0.967966326,9.086565032,7/29/22
153,-156.98,58.7,210,3.044996089,-0.584023931,6.607007052,7/30/22
154,-156.98,58.7,211,4.288833065,-1.148100168,7.331549308,7/31/22
155,-156.98,58.7,212,5.106381862,-0.653993006,8.710756528,8/1/22
156,-156.98,58.7,213,8.856409338,-1.042915496,10.54229752,8/2/22
157,-156.98,58.7,214,8.323812908,-0.150839349,9.948969269,8/3/22
158,-156.98,58.7,215,4.097366439,-0.017538238,9.000574234,8/4/22
159,-156.98,58.7,216,6.459196707,-1.563816807,7.697765598,8/5/22
160,-156.98,58.7,217,7.903356816,0.327837607,9.97153037,8/6/22
161,-156.98,58.7,218,7.317076238,1.02396769,9.600863303,8/7/22
162,-156.98,58.7,219,10.73787459,-2.983553471,14.44336726,8/8/22
163,-156.98,58.7,220,10.76304483,-0.111933772,12.32827686,8/9/22
164,-156.98,58.7,221,5.667105363,-0.25296146,7.829001972,8/10/22
165,-156.98,58.7,222,6.413139698,-1.359669974,7.168736142,8/11/22
166,-156.98,58.7,223,4.795213466,0.978628321,6.204777697,8/12/22
167,-156.98,58.7,224,3.351328865,0.398560427,6.215417043,8/13/22
168,-156.98,58.7,225,2.496374507,-0.326847013,3.508449554,8/14/22
169,-156.98,58.7,226,3.038627028,-0.152636774,4.631671813,8/15/22
170,-156.98,58.7,227,2.3427882,0.494782598,4.153811206,8/16/22
171,-156.98,58.7,228,2.972954611,-0.041122386,4.375375559,8/17/22
172,-156.98,58.7,229,4.169545319,-0.676650842,6.485519595,8/18/22
173,-156.98,58.7,230,4.117461444,1.320132934,6.211142322,8/19/22
174,-156.98,58.7,231,4.818890389,-0.027985099,5.743900903,8/20/22
175,-156.98,58.7,232,4.484130255,1.040989917,5.786112203,8/21/22
176,-156.98,58.7,233,2.722240519,0.235690458,5.14440681,8/22/22
177,-156.98,58.7,234,5.397698473,-0.928011886,6.741667786,8/23/22
178,-156.98,58.7,235,4.68273272,0.071842918,6.327956864,8/24/22
179,-156.98,58.7,236,3.326681227,-0.132409326,5.412741351,8/25/22
180,-156.98,58.7,237,7.210122473,1.327903821,9.553558145,8/26/22
181,-156.98,58.7,238,7.53237298,-0.360584987,9.410397249,8/27/22
182,-156.98,58.7,239,2.837285152,0.117508202,4.984869729,8/28/22
183,-156.98,58.7,240,3.479504499,0.682679974,5.137434024,8/29/22
184,-156.98,58.7,241,4.594787971,0.291499044,5.960472984,8/30/22
185,-156.98,58.7,242,4.6161806,-0.124433556,7.649499606,8/31/22
186,-156.98,58.7,243,5.45971932,0.066263816,7.872523185,9/1/22
187,-156.98,58.95,151,5.517054857,-0.749072675,7.290642553,6/1/22
188,-156.98,58.95,152,3.044805897,0.342887993,7.650816004,6/2/22
189,-156.98,58.95,153,1.86614237,-0.210561178,5.689371013,6/3/22
190,-156.98,58.95,154,2.487018484,-0.85061803,5.5394482,6/4/22
191,-156.98,58.95,155,2.222023315,0.651234969,3.824711728,6/5/22
192,-156.98,58.95,156,2.773341511,0.571232343,3.634990622,6/6/22
193,-156.98,58.95,157,2.114509044,-0.174732354,3.302977583,6/7/22
194,-156.98,58.95,158,2.343653135,-0.052724982,4.087879446,6/8/22
195,-156.98,58.95,159,2.967407418,-0.58232598,5.761188499,6/9/22
196,-156.98,58.95,160,2.379583575,0.367343024,4.141448387,6/10/22
197,-156.98,58.95,161,2.311122129,-0.675635148,4.33548692,6/11/22
198,-156.98,58.95,162,3.950415772,1.036319717,6.4449086,6/12/22
199,-156.98,58.95,163,5.183670428,-1.594933265,6.918783208,6/13/22
200,-156.98,58.95,164,3.369492428,0.686686385,5.393450458,6/14/22
201,-156.98,58.95,165,2.162577906,0.418123572,3.827930699,6/15/22
202,-156.98,58.95,166,3.08646132,-0.256557776,4.951268655,6/16/22
203,-156.98,58.95,167,4.574223905,-0.380512271,7.993501655,6/17/22
204,-156.98,58.95,168,4.659810751,-0.068443666,7.608538749,6/18/22
205,-156.98,58.95,169,2.186183748,0.215427794,4.924307935,6/19/22
206,-156.98,58.95,170,2.279008499,0.069217839,3.841019126,6/20/22
207,-156.98,58.95,171,4.073693015,-1.131829345,7.702941688,6/21/22
208,-156.98,58.95,172,6.394434359,-0.241377461,9.730858242,6/22/22
209,-156.98,58.95,173,6.499852911,-0.462524762,9.58360959,6/23/22
210,-156.98,58.95,174,3.348477701,-0.258716423,7.513436861,6/24/22
211,-156.98,58.95,175,2.682945212,0.366313837,5.365655096,6/25/22
212,-156.98,58.95,176,8.445197085,0.239968411,12.00920989,6/26/22
213,-156.98,58.95,177,10.24375377,0.350862147,12.58635519,6/27/22
214,-156.98,58.95,178,6.073302896,-0.131888967,9.087917973,6/28/22
215,-156.98,58.95,179,3.006501418,0.316696898,5.559765731,6/29/22
216,-156.98,58.95,180,3.622259953,0.532325627,5.896643352,6/30/22
217,-156.98,58.95,181,5.57425168,1.112989485,10.85000587,7/1/22
218,-156.98,58.95,182,4.916529801,0.429936037,6.966717814,7/2/22
219,-156.98,58.95,183,5.592878075,-0.970645722,7.529074614,7/3/22
220,-156.98,58.95,184,2.914983381,0.189574301,5.974393079,7/4/22
221,-156.98,58.95,185,6.226633189,0.498243903,7.159285518,7/5/22
222,-156.98,58.95,186,4.61981819,0.100560587,7.121747072,7/6/22
223,-156.98,58.95,187,3.837230367,0.175235357,6.287010588,7/7/22
224,-156.98,58.95,188,2.315411469,0.265765995,3.594705963,7/8/22
225,-156.98,58.95,189,4.703605699,0.957590375,6.53566429,7/9/22
226,-156.98,58.95,190,7.228026518,0.239410313,10.14548899,7/10/22
227,-156.98,58.95,191,4.429475725,-0.235672754,7.305642589,7/11/22
228,-156.98,58.95,192,5.821601013,-0.284081115,7.811799775,7/12/22
229,-156.98,58.95,193,3.099823454,-0.773418065,5.765723967,7/13/22
230,-156.98,58.95,194,3.077641615,-0.237679233,4.942492948,7/14/22
231,-156.98,58.95,195,4.850419418,-0.827516681,7.677622572,7/15/22
232,-156.98,58.95,196,5.875582391,-0.095012902,7.917121551,7/16/22
233,-156.98,58.95,197,3.269830634,-0.158572441,6.469503818,7/17/22
234,-156.98,58.95,198,5.993387268,-0.72133734,9.509779532,7/18/22
235,-156.98,58.95,199,8.889669276,-2.60263637,11.56115012,7/19/22
236,-156.98,58.95,200,6.051286835,-0.048703163,8.532717298,7/20/22
237,-156.98,58.95,201,7.960841704,0.193839807,11.69047291,7/21/22
238,-156.98,58.95,202,5.921337044,0.406434306,7.330387766,7/22/22
239,-156.98,58.95,203,5.530845832,-0.07173845,7.482750433,7/23/22
240,-156.98,58.95,204,3.801471331,-0.412342989,4.98413893,7/24/22
241,-156.98,58.95,205,5.320648518,1.00771164,7.833293878,7/25/22
242,-156.98,58.95,206,10.4455836,0.598092884,13.05677802,7/26/22
243,-156.98,58.95,207,5.232443047,-0.044286697,10.20917561,7/27/22
244,-156.98,58.95,208,6.956379594,0.334284431,10.08013692,7/28/22
245,-156.98,58.95,209,5.009012885,0.784158084,10.00900833,7/29/22
246,-156.98,58.95,210,1.828914373,0.491137667,5.469828718,7/30/22
247,-156.98,58.95,211,3.982297866,0.067012331,7.125295497,7/31/22
248,-156.98,58.95,212,5.112361929,0.366969598,7.108708985,8/1/22
249,-156.98,58.95,213,8.558910647,-0.260864394,10.03804795,8/2/22
250,-156.98,58.95,214,7.280889499,0.90812001,8.752909987,8/3/22
251,-156.98,58.95,215,4.176686407,0.880337893,7.766636956,8/4/22
252,-156.98,58.95,216,7.042305486,2.356050082,8.161978873,8/5/22
253,-156.98,58.95,217,7.684551744,1.54963259,9.159784181,8/6/22
254,-156.98,58.95,218,6.969792642,0.670315079,9.435071611,8/7/22
255,-156.98,58.95,219,10.91067731,2.972837504,14.18827363,8/8/22
256,-156.98,58.95,220,10.68841093,-0.120513694,12.60088505,8/9/22
257,-156.98,58.95,221,5.398973808,-0.723391567,7.573437779,8/10/22
258,-156.98,58.95,222,7.782142485,0.748907795,8.933891221,8/11/22
259,-156.98,58.95,223,6.871301897,-0.958569747,8.336046053,8/12/22
260,-156.98,58.95,224,4.77806985,1.584140314,7.410003204,8/13/22
261,-156.98,58.95,225,2.017584153,-0.455410722,3.091024608,8/14/22
262,-156.98,58.95,226,3.125331605,0.331755037,4.797298655,8/15/22
263,-156.98,58.95,227,2.222419066,0.162747056,3.899253279,8/16/22
264,-156.98,58.95,228,2.420034566,-0.604109084,3.934634361,8/17/22
265,-156.98,58.95,229,3.941341774,0.075560487,7.252227087,8/18/22
266,-156.98,58.95,230,4.692600381,-0.502966443,6.339386009,8/19/22
267,-156.98,58.95,231,4.504236575,0.259483719,5.186585327,8/20/22
268,-156.98,58.95,232,3.636968926,-0.423915579,5.109318453,8/21/22
269,-156.98,58.95,233,3.116625261,1.286746575,6.086964289,8/22/22
270,-156.98,58.95,234,6.41481228,-1.565134592,7.716678179,8/23/22
271,-156.98,58.95,235,4.0817264,0.154557309,5.295448626,8/24/22
272,-156.98,58.95,236,3.662201085,0.320172794,5.516783119,8/25/22
273,-156.98,58.95,237,7.441733773,-0.104582487,9.577717,8/26/22
274,-156.98,58.95,238,7.156210339,-0.442455951,9.175867469,8/27/22
275,-156.98,58.95,239,2.683822824,-0.476166639,4.659859559,8/28/22
276,-156.98,58.95,240,3.567203235,-0.037926752,5.002344928,8/29/22
277,-156.98,58.95,241,4.868645071,0.85946589,6.467502322,8/30/22
278,-156.98,58.95,242,4.46239515,0.446075635,7.25572487,8/31/22
279,-156.98,58.95,243,5.704781536,-0.563056911,7.984077692,9/1/22
280,-156.73,58.7,151,5.502799824,0.008763176,6.379936514,6/1/22
281,-156.73,58.7,152,2.169783007,0.745351588,6.907955964,6/2/22
282,-156.73,58.7,153,2.176685057,-0.326260123,5.09075444,6/3/22
283,-156.73,58.7,154,1.945842858,-0.41333681,4.933671597,6/4/22
284,-156.73,58.7,155,2.955555453,-0.1745335,5.027044256,6/5/22
285,-156.73,58.7,156,2.850069441,-0.195613549,4.336704554,6/6/22
286,-156.73,58.7,157,2.145708758,-0.096118346,4.333248936,6/7/22
287,-156.73,58.7,158,1.983845365,-0.233246999,4.674269764,6/8/22
288,-156.73,58.7,159,3.345866478,1.002339812,5.262807075,6/9/22
289,-156.73,58.7,160,2.934964331,0.172720226,3.887474866,6/10/22
290,-156.73,58.7,161,2.408409817,-0.356179176,4.072629249,6/11/22
291,-156.73,58.7,162,3.362185811,-0.782291364,5.367386077,6/12/22
292,-156.73,58.7,163,4.216484241,-0.44969795,5.659326648,6/13/22
293,-156.73,58.7,164,3.406601246,0.353326087,5.97220015,6/14/22
294,-156.73,58.7,165,1.214214539,-0.086759848,3.098669792,6/15/22
295,-156.73,58.7,166,2.728708767,0.150198376,4.19964496,6/16/22
296,-156.73,58.7,167,4.733989548,0.580892802,7.798641522,6/17/22
297,-156.73,58.7,168,4.909434834,1.18540284,6.614083921,6/18/22
298,-156.73,58.7,169,2.368499,-0.355085477,4.686040521,6/19/22
299,-156.73,58.7,170,1.82413353,-0.057962761,2.693981549,6/20/22
300,-156.73,58.7,171,3.859833158,0.129587699,8.208891112,6/21/22
301,-156.73,58.7,172,6.8273591,-0.129176068,8.652556523,6/22/22
302,-156.73,58.7,173,6.11354552,0.317921251,8.841033827,6/23/22
303,-156.73,58.7,174,3.424866102,0.028834362,7.452398467,6/24/22
304,-156.73,58.7,175,2.980587132,-0.49160321,6.870467272,6/25/22
305,-156.73,58.7,176,9.01003771,1.24769048,12.25577384,6/26/22
306,-156.73,58.7,177,10.38374904,-2.156344065,12.58039655,6/27/22
307,-156.73,58.7,178,6.460989621,-0.993861187,8.892320765,6/28/22
308,-156.73,58.7,179,3.186009304,0.062133624,5.58147441,6/29/22
309,-156.73,58.7,180,2.938311355,-0.221642536,5.419181703,6/30/22
310,-156.73,58.7,181,5.877608012,1.09066147,11.07536038,7/1/22
311,-156.73,58.7,182,4.440547151,-0.416413463,7.584154124,7/2/22
312,-156.73,58.7,183,3.647607985,-0.040219224,5.421063721,7/3/22
313,-156.73,58.7,184,2.17024637,-0.264024196,5.675827598,7/4/22
314,-156.73,58.7,185,5.512226841,-0.511097952,6.310900258,7/5/22
315,-156.73,58.7,186,3.389801836,0.592960336,5.570366501,7/6/22
316,-156.73,58.7,187,3.682346711,1.086904373,5.640532022,7/7/22
317,-156.73,58.7,188,2.189448302,0.196455238,3.507707141,7/8/22
318,-156.73,58.7,189,3.348858827,0.523978336,5.60176512,7/9/22
319,-156.73,58.7,190,5.87113405,-1.499350242,8.187783132,7/10/22
320,-156.73,58.7,191,4.120304188,-0.165032721,7.063695807,7/11/22
321,-156.73,58.7,192,5.644672478,-0.050854151,6.628867095,7/12/22
322,-156.73,58.7,193,2.248170666,-0.037806145,3.722563541,7/13/22
323,-156.73,58.7,194,2.700393677,-0.028664569,4.708366808,7/14/22
324,-156.73,58.7,195,4.93749406,0.906390131,6.381900132,7/15/22
325,-156.73,58.7,196,4.438374515,0.102595946,6.183742247,7/16/22
326,-156.73,58.7,197,3.196902383,1.065600485,5.645212549,7/17/22
327,-156.73,58.7,198,5.68028309,-0.127659613,8.915082599,7/18/22
328,-156.73,58.7,199,7.834463191,1.272698206,9.607838232,7/19/22
329,-156.73,58.7,200,5.580223216,0.346280492,7.019514788,7/20/22
330,-156.73,58.7,201,6.615322399,1.116770736,9.915142649,7/21/22
331,-156.73,58.7,202,5.498235908,0.785018152,6.648057612,7/22/22
332,-156.73,58.7,203,4.534707951,-0.0347708,6.297185538,7/23/22
333,-156.73,58.7,204,3.103579093,0.657723679,4.01052504,7/24/22
334,-156.73,58.7,205,4.936698789,-0.595309847,8.268916927,7/25/22
335,-156.73,58.7,206,9.427645429,-2.434503954,11.91970952,7/26/22
336,-156.73,58.7,207,4.846522269,0.930721209,8.972291385,7/27/22
337,-156.73,58.7,208,6.349638821,1.361042813,8.952724638,7/28/22
338,-156.73,58.7,209,4.163089819,0.342759722,7.742752697,7/29/22
339,-156.73,58.7,210,2.141359041,-0.290681364,5.187330014,7/30/22
340,-156.73,58.7,211,3.608238365,-0.232481346,6.358220474,7/31/22
341,-156.73,58.7,212,4.642618249,0.053374444,7.094836179,8/1/22
342,-156.73,58.7,213,7.610184377,0.045026992,9.34880943,8/2/22
343,-156.73,58.7,214,7.565348324,0.383697069,9.380444456,8/3/22
344,-156.73,58.7,215,3.638033131,0.462600914,7.981883883,8/4/22
345,-156.73,58.7,216,5.495654941,1.317444291,6.87368051,8/5/22
346,-156.73,58.7,217,6.478855252,0.21955885,8.710294005,8/6/22
347,-156.73,58.7,218,6.248140725,-1.021315153,7.686210394,8/7/22
348,-156.73,58.7,219,9.402063383,-0.142421152,12.92770221,8/8/22
349,-156.73,58.7,220,9.764369533,-0.26482285,10.9250854,8/9/22
350,-156.73,58.7,221,5.190116364,-0.821113565,7.689115761,8/10/22
351,-156.73,58.7,222,4.996887996,-1.439161748,5.765215612,8/11/22
352,-156.73,58.7,223,3.821908541,-0.418146366,5.211609778,8/12/22
353,-156.73,58.7,224,2.764615256,0.28205221,4.550818652,8/13/22
354,-156.73,58.7,225,2.17386801,0.160928661,3.21581402,8/14/22
355,-156.73,58.7,226,2.84804761,0.512273354,4.273128182,8/15/22
356,-156.73,58.7,227,1.995298717,0.326499374,3.386063855,8/16/22
357,-156.73,58.7,228,2.394794625,0.169149318,3.878154993,8/17/22
358,-156.73,58.7,229,3.956035435,0.999692645,6.068468006,8/18/22
359,-156.73,58.7,230,3.590798759,0.513178624,5.323899783,8/19/22
360,-156.73,58.7,231,4.200387898,-0.737193841,5.096683611,8/20/22
361,-156.73,58.7,232,4.002645763,-0.375610878,5.440332327,8/21/22
362,-156.73,58.7,233,2.431568139,-0.613235594,4.372917142,8/22/22
363,-156.73,58.7,234,4.994454641,0.662707356,6.076333151,8/23/22
364,-156.73,58.7,235,3.875543139,0.488411243,5.479421124,8/24/22
365,-156.73,58.7,236,2.74586972,0.088271274,4.593149522,8/25/22
366,-156.73,58.7,237,6.400857066,0.857802917,8.529714997,8/26/22
367,-156.73,58.7,238,6.353984707,0.244388011,8.001664029,8/27/22
368,-156.73,58.7,239,2.685794661,-0.345473471,4.173567483,8/28/22
369,-156.73,58.7,240,3.093143232,-0.369531196,4.658801668,8/29/22
370,-156.73,58.7,241,4.265835515,0.361999602,5.80408141,8/30/22
371,-156.73,58.7,242,3.865420904,-0.618873821,6.848074673,8/31/22
